Charly Garcia - Victima,Charly Garcia,Victima,Cuarteto,F,0,2015-06-06T11:36:24.494Z,300000,5871,301200,25,%!s(bool=false),%!s(bool=false),652,66701,0,0,2011-05-30T00:00:00.000Z,1466,"{0,0,0,0,1,2,0,2,0,0,1,1,2,0,3,0,0}","{1,0,0,0,1,2,0,1,0,0,1,1,1,1,3,0,0}","{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
Catedral - Simplesmente,Catedral,Simplesmente,Gospel/Religioso,G,0,2015-06-06T11:33:38.975Z,199000,2977,-1,-1,%!s(bool=false),%!s(bool=false),28395,1962,0,0,2014-05-07T00:00:00.000Z,393,"{0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0}","{0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0}","{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
Exaltasamba - Chuva Danada,Exaltasamba,Chuva Danada,Pagode,D#,0,2015-06-06T11:18:54.615Z,227000,5,-1,-1,%!s(bool=false),%!s(bool=false),6817,13572,0,0,2009-05-06T00:00:00.000Z,2220,"{1,0,1,0,1,1,0,0,0,1,0,2,1,0,1,0,0}","{1,0,1,0,1,1,0,0,0,1,0,2,1,0,1,0,0}","{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
Panic! At The Disco - The Only Difference Between Martyrdom and Suicide Is Press Coverage,Panic! At The Disco,The Only Difference Between Martyrdom and Suicide Is Press Coverage,Emocore,A,0,2015-06-06T11:31:21.825Z,174000,4066446,177519,47,%!s(bool=false),%!s(bool=false),25858,40262,0,0,2012-06-14T00:00:00.000Z,1085,"{1,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0}","{1,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0}","{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
Alan Jackson - Pop a Top,Alan Jackson,Pop a Top,Country,G,0,2015-06-06T11:36:44.406Z,159000,75983,185426,44,%!s(bool=false),%!s(bool=false),1281,2543065,0,0,2009-10-02T00:00:00.000Z,2071,"{1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0}","{1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0}","{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
Aviões do Forró - Comendo Água,Aviões do Forró,Comendo Água,Forró,G,0,2015-06-06T11:32:38.123Z,217000,2166,211069,23,%!s(bool=false),%!s(bool=false),74814,21147,0,0,2011-05-04T00:00:00.000Z,1492,"{0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0}","{0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0}","{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
Charly Garcia - Un Corazón Para Colgar,Charly Garcia,Un Corazón Para Colgar,Cuarteto,G,0,2015-06-06T11:36:22.932Z,119000,2133,-1,-1,%!s(bool=false),%!s(bool=false),365,6923,0,0,2012-07-04T00:00:00.000Z,1065,"{1,0,0,0,0,2,0,2,0,0,2,0,0,0,1,0,0}","{1,0,0,0,0,2,0,2,0,0,2,0,0,0,1,0,0}","{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
Catedral - O Botão do Elevador,Catedral,O Botão do Elevador,Gospel/Religioso,F,0,2015-06-06T11:33:56.799Z,212000,634,-1,-1,%!s(bool=false),%!s(bool=false),1717,13211,0,0,2008-02-04T00:00:00.000Z,2677,"{1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0}","{1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0}","{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
Catedral - Amar Você,Catedral,Amar Você,Gospel/Religioso,D,0,2015-06-06T11:34:49.983Z,263000,824,265320,10,%!s(bool=false),%!s(bool=false),67862,22055,0,0,2011-09-23T00:00:00.000Z,1350,"{1,0,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0}","{1,0,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0}","{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
Bruno e Marrone - Em Troca da Paz,Bruno e Marrone,Em Troca da Paz,Sertanejo,G,0,2015-06-06T11:12:05.885Z,-1,-1,-1,-1,%!s(bool=false),%!s(bool=false),6723,51814,0,0,2011-10-11T00:00:00.000Z,1332,"{1,0,0,1,0,1,0,2,0,0,1,0,0,0,1,0,0}","{1,0,0,1,0,1,0,2,0,0,1,0,0,0,1,0,0}","{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
Aviões do Forró - Eu Sem Você,Aviões do Forró,Eu Sem Você,Forró,A,0,2015-06-06T11:32:32.811Z,198000,324,-1,-1,%!s(bool=false),%!s(bool=false),35584,1097,0,0,2013-11-28T00:00:00.000Z,553,"{2,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0}","{1,0,0,1,0,0,2,1,0,0,1,0,0,1,0,0,0}","{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
Charly Garcia - Solo Soy Un Nerd,Charly Garcia,Solo Soy Un Nerd,Cuarteto,G,0,2015-06-06T11:36:24.422Z,-1,-1,-1,-1,%!s(bool=false),%!s(bool=true),408,56906,0,0,2012-08-19T00:00:00.000Z,1019,"{1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0}","{1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0}","{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
Falamansa - Amor É Amor,Falamansa,Amor É Amor,Forró,G,0,2015-06-06T11:32:37.473Z,204000,2014,206654,10,%!s(bool=false),%!s(bool=false),9743,23204,0,0,2010-08-12T00:00:00.000Z,1757,"{1,0,0,1,0,1,0,1,0,0,2,0,0,0,1,0,0}","{1,0,0,1,0,1,0,1,0,0,2,0,0,0,1,0,0}","{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
Sex Pistols - EMI,Sex Pistols,EMI,Punk Rock,F,0,2015-06-06T10:43:07.337Z,193000,355471,191240,31,%!s(bool=false),%!s(bool=false),10614,282821,0,0,2009-04-25T00:00:00.000Z,2231,"{0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0}","{0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0}","{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
Catedral - Ver Estrelas e Sorrir,Catedral,Ver Estrelas e Sorrir,Gospel/Religioso,D,0,2015-06-06T11:33:23.598Z,196000,815,-1,-1,%!s(bool=false),%!s(bool=false),23490,3874,0,0,2011-09-16T00:00:00.000Z,1357,"{1,0,0,2,0,0,1,1,0,0,1,0,0,1,1,0,0}","{1,0,0,2,0,0,1,1,0,0,1,0,0,1,1,0,0}","{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
